word,reading,meanings,level
ぜんぜん,,not entirely (used in a negative sentence),N4
そう,,really,N4
ソフト,,soft,N4
それで,,because of that,N4
それに,,moreover,N4
それほど,,to that extent,N4
そろそろ,,gradually; soon,N4
そんな,,that sort of,N4
そんなに,,so much; like that,N4
たいてい,,usually,N4
タイプ,,type; style,N4
だから,,so; therefore,N4
たまに,,occasionally,N4
だめ,,no good,N4
チェックする,,to check,N4
ちっとも,,not at all (used with a negative verb),N4
ちゃん,,suffix for familiar female person,N4
つき,,moon,N4
つもり,,intention,N4
テキスト,,text; text book,N4
できるだけ,,as much as possible,N4
テニス,,tennis,N4
とうとう,,finally; after all,N4
とこや,,barber,N4
どんどん,,more and more,N4
なさる,,(respectful) to do,N4
なるべく,,as much as possible,N4
なるほど,,now I understand,N4
におい,,a smell,N4
ぬれる,,to get wet,N4
ねだん,,price,N4
ねっしん,,enthusiasm,N4
のど,,throat,N4
パート,,part time,N4
はず,,it should be so,N4
パソコン,,personal computer,N4
はっきり,,clearly,N4
ハンドバッグ,,handbag,N4
ピアノ,,piano,N4
ひげ,,beard,N4
びっくりする,,to be surprised,N4
ひどい,,awful,N4
ビル,,building or bill,N4
ファックス,,fax,N4
ぶどう,,grapes,N4
プレゼント,,present,N4
ベル,,bell,N4
ほど,,extent,N4
ほとんど,,mostly,N4
ほめる,,to praise,N4
まじめ,,serious,N4
まず,,first of all,N4
または,,or; otherwise,N4
もうすぐ,,soon,N4
もし,,if,N4
もちろん,,of course,N4
もっとも,,extremely,N4
もらう,,to receive,N4
やっと,,at last,N4
やはり/やっぱり,,as I thought; absolutely,N4
よろしい,,(respectful) OK; all right,N4
レジ,,register,N4
レポート/リポート,,report,N4
ワープロ,,word processor,N4
安心,あんしん,relief,N4
安全,あんぜん,safety,N4
案内,あんないする,to guide,N4
以下,いか,less than,N4
以外,いがい,with the exception of,N4
以上,いじょう,more than; this is all,N4
以内,いない,within,N4
意見,いけん,opinion,N4
為,ため,in order to,N4
移る,うつる,to move house or transfer,N4
医学,いがく,medical science,N4
育てる,そだてる,to rear; to bring up,N4
一生懸命,いっしょうけんめい,with utmost effort,N4
一度,いちど,once,N4
引き出し,ひきだし,drawer; drawing out,N4
引き出す,ひきだす,to withdraw,N4
引っ越す,ひっこす,to move house,N4
運ぶ,はこぶ,to transport,N4
運転,うんてんする,to drive,N4
運転手,うんてんしゅ,driver,N4
運動,うんどうする,to exercise,N4
雲,くも,cloud,N4
泳ぎ方,およぎかた,way of swimming,N4
遠く,とおく,distant,N4
遠慮,えんりょする,to be reserved; to be restrained,N4
汚れる,よごれる,to get dirty,N4
押し入れ,おしいれ,closet,N4
億,おく,one hundred million,N4
屋上,おくじょう,rooftop,N4
音,おと,sound; note,N4
下げる,さげる,to hang; to lower; to move back,N4
下りる,おりる,to get off,N4
下る,さがる,to get down; to descend,N4
下宿,げしゅく,lodging,N4
下着,したぎ,underwear,N4
家内,かない,housewife,N4
科学,かがく,science,N4
火,ひ,fire,N4
火事,かじ,fire,N4
花見,はなみ,cherry-blossom viewing,N4
課長,かちょう,section manager,N4
過ぎる,すぎる,to exceed,N4
会議,かいぎ,meeting,N4
会議室,かいぎしつ,meeting room,N4
会場,かいじょう,assembly hall or meeting place,N4
会話,かいわ,conversation,N4
回る,まわる,to go around,N4
壊す,こわす,to break,N4
壊れる,こわれる,to be broken,N4
海岸,かいがん,coast,N4
皆,みな,everybody,N4
開く,ひらく,to open an event,N4
確か,たしか,definite,N4
楽しみ,たのしみ,joy,N4
楽む,たのしむ,to enjoy oneself,N4
掛ける,かける,to hang something,N4
割れる,われる,to break,N4
割合,わりあい,rate; ratio; percentage,N4
滑る,すべる,to slide; to slip,N4
噛む,かむ,to bite; to chew,N4
乾く,かわく,to get dry,N4
慣れる,なれる,to grow accustomed to,N4
看護婦,かんごふ,female nurse,N4
簡単,かんたん,simple,N4
間,あいだ,a space,N4
間に合う,まにあう,to be in time for,N4
間違える,まちがえる,to make a mistake,N4
関係,かんけい,relationship,N4
危険,きけん,danger,N4
喜ぶ,よろこぶ,to be delighted,N4
寄る,よる,to visit,N4
機会,きかい,opportunity,N4
帰り,かえり,return,N4
気,き,spirit; mood,N4
気持ち,きもち,feeling; mood,N4
気分,きぶん,mood,N4
汽車,きしゃ,steam train,N4
祈る,いのる,to pray,N4
季節,きせつ,season,N4
規則,きそく,regulations,N4
起す,おこす,to wake,N4
技術,ぎじゅつ,art; technology; skill,N4
客,きゃく,guest; customer,N4
久しぶり,ひさしぶり,after a long time,N4
急,きゅう,urgent; steep,N4
急ぐ,いそぐ,to hurry,N4
急行,きゅうこう,speedy; express,N4
泣く,なく,to weep,N4
競争,きょうそう,competition,N4
教育,きょういく,education,N4
教会,きょうかい,church,N4
興味,きょうみ,an interest,N4
鏡,かがみ,mirror,N4
驚く,おどろく,to be surprised,N4
近所,きんじょ,neighbourhood,N4
苦い,にがい,bitter,N4
具合,ぐあい,condition; health,N4
空く,あく,to open; to become empty,N4
空気,くうき,air; atmosphere,N4
空港,くうこう,airport,N4
隅,すみ,corner; nook,N4
君,きみ,(informal) You (used by men towards women),N4
形,かたち,shape,N4
景色,けしき,scene; landscape,N4
経験,けいけんする,to experience,N4
経済,けいざい,finance; economy,N4
計画,けいかくする,to plan,N4
警察,けいさつ,police,N4
迎える,むかえる,to go out to meet,N4
決して,けっして,never,N4
決める,きめる,to decide,N4
決る,きまる,to be decided,N4
血,ち,blood,N4
堅/硬/固い,かたい,hard,N4
建てる,たてる,to build,N4
研究,けんきゅう,research,N4
研究室,けんきゅうしつ,study room; laboratory,N4
絹,きぬ,silk,N4
見える,みえる,to be in sight,N4
見つかる,みつかる,to be discovered,N4
見つける,みつける,to discover,N4
見物,けんぶつ,sightseeing,N4
原因,げんいん,cause; source,N4
厳しい,きびしい,strict,N4
故障,こしょうする,to break-down,N4
湖,みずうみ,lake,N4
御主人,ごしゅじん,(honorable) your husband,N4
交通,こうつう,traffic; transportation,N4
光,ひかり,light,N4
光る,ひかる,to shine; to glitter,N4
公務員,こうむいん,government worker,N4
向かう,むかう,to face,N4
工業,こうぎょう,the manufacturing industry,N4
工場,こうじょう,factory,N4
校長,こうちょう,headmaster,N4
港,みなと,harbour,N4
考える,かんがえる,to consider,N4
行う,おこなう,to do,N4
講義,こうぎ,lecture,N4
講堂,こうどう,auditorium,N4
郊外,こうがい,outskirts,N4
降り出す,ふりだす,to start to rain,N4
高校,こうこう,high school,N4
高校生,こうこうせい,high school student,N4
高等学校,こうとうがっこう,high school,N4
合う,あう,to match,N4
国際,こくさい,international,N4
込む,こむ,to be crowded,N4
今度,こんど,now; next time,N4
今夜,こんや,tonight,N4
差し上げる,さしあげる,(polite) to give,N4
砂,すな,sand,N4
最近,さいきん,latest; nowadays,N4
最後,さいご,last; end,N4
最初,さいしょ,beginning; first,N4
妻,つま,(humble) wife,N4
済む,すむ,to finish,N4
細かい,こまかい,small; fine,N4
坂,さか,slope; hill,N4
参る,まいる,(humble) to go; to come,N4
産業,さんぎょう,industry,N4
残る,のこる,to remain,N4
残念,ざんねん,disappointment,N4
仕方,しかた,method,N4
始める,はじめる,to begin,N4
子,こ,child,N4
市,し,city,N4
市民,しみん,citizen,N4
思い出す,おもいだす,to remember,N4
思う,おもう,to think; to feel,N4
指,ゆび,finger,N4
指輪,ゆびわ,finger ring,N4
支度,したくする,to prepare,N4
枝,えだ,branch; twig,N4
止む,やむ,to stop,N4
止める,とめる,to stop something,N4
糸,いと,thread,N4
試験,しけん,examination,N4
試合,しあい,match; game,N4
歯医者,はいしゃ,dentist,N4
事故,じこ,accident,N4
事務所,じむしょ,office,N4
似る,にる,to be similar,N4
字,じ,character,N4
寺,てら,temple,N4
時代,じだい,era,N4
治る,なおる,to be cured; to heal,N4
自由,じゆう,freedom,N4
辞典,じてん,dictionary,N4
失敗,しっぱい,failure; mistake,N4
写す,うつす,to copy or photograph,N4
捨てる,すてる,to throw away,N4
社会,しゃかい,society; public,N4
社長,しゃちょう,company president,N4
謝る,あやまる,to apologize,N4
寂しい,さびしい,lonely,N4
取り替える,とりかえる,to exchange,N4
手袋,てぶくろ,glove,N4
手伝う,てつだう,to assist,N4
趣味,しゅみ,hobby,N4
首,くび,neck,N4
受ける,うける,to take a lesson or test,N4
受付,うけつけ,receipt,N4
周り,まわり,surroundings,N4
拾う,ひろう,to pick up; to gather,N4
終わり,おわり,the end,N4
習慣,しゅうかん,custom; manners,N4
舟,ふね,ship,N4
集める,あつめる,to collect something,N4
集る,あつまる,to gather,N4
住所,じゅうしょ,an address; a residence,N4
十分,じゅうぶん,enough,N4
柔らかい,やわらかい,soft,N4
柔道,じゅうどう,judo,N4
出席,しゅっせきする,to attend,N4
出発,しゅっぱつする,to depart,N4
準備,じゅんびする,to prepare,N4
女性,じょせい,woman,N4
勝つ,かつ,to win,N4
召し上がる,めしあがる,(polite) to eat,N4
将来,しょうらい,future; prospects,N4
小学校,しょうがっこう,elementary school,N4
小説,しょうせつ,novel,N4
小鳥,ことり,small bird,N4
承知,しょうちする,to consent,N4
招待,しょうたいする,to invite,N4
消しゴム,けしゴム,eraser,N4
焼く,やく,to bake; to grill,N4
焼ける,やける,to burn; to be roasted,N4
笑う,わらう,to laugh; to smile,N4
紹介,しょうかい,introduction,N4
上る,あがる,to rise,N4
乗り換える,のりかえる,to change between buses or trains,N4
乗り物,のりもの,vehicle,N4
場合,ばあい,situation,N4
場所,ばしょ,location,N4
畳,たたみ,Japanese straw mat,N4
飾る,かざる,to decorate,N4
植える,うえる,to plant; to grow,N4
触る,さわる,to touch,N4
食事,しょくじする,to have a meal,N4
食料品,しょくりょうひん,groceries,N4
寝坊,ねぼう,sleeping in late,N4
心,こころ,core; heart,N4
心配,しんぱいする,to worry,N4
新聞社,しんぶんしゃ,newspaper company,N4
森,もり,forest,N4
深い,ふかい,deep,N4
申し上げる,もうしあげる,(humble) to say; to tell,N4
申す,もうす,(humble) to be called; to say,N4
真中,まんなか,middle,N4
神社,じんじゃ,Shinto shrine,N4
親,おや,parents,N4
親切,しんせつ,kindness,N4
進む,すすむ,to make progress,N4
人形,にんぎょう,doll; figure,N4
人口,じんこう,population,N4
尋ねる,たずねる,to ask,N4
水泳,すいえい,swimming,N4
水道,すいどう,water supply,N4
数学,すうがく,mathematics; arithmetic,N4
世界,せかい,the world,N4
世話,せわする,to look after,N4
凄い,すごい,terrific,N4
政治,せいじ,politics; government,N4
星,ほし,star,N4
正しい,ただしい,correct,N4
生きる,いきる,to live,N4
生活,せいかつする,to live,N4
生産,せいさんする,to produce,N4
盛ん,さかん,popularity; prosperous,N4
西洋,せいよう,western countries,N4
席,せき,seat,N4
昔,むかし,olden days; former,N4
石,いし,stone,N4
赤ん坊,あかんぼう,baby,N4
折る,おる,to break or to fold,N4
折れる,おれる,to break or be folded,N4
説明,せつめい,explanation,N4
先輩,せんぱい,senior,N4
戦争,せんそう,war,N4
浅い,あさい,shallow; superficial,N4
線,せん,line,N4
選ぶ,えらぶ,to choose,N4
祖父,そふ,grandfather,N4
祖母,そぼ,grandmother,N4
痩せる,やせる,to become thin,N4
相談,そうだんする,to discuss,N4
草,くさ,grass,N4
送る,おくる,to send,N4
騒ぐ,さわぐ,to make noise; to be excited,N4
増える,ふえる,to increase,N4
贈り物,おくりもの,gift,N4
息子,むすこ,(humble) son,N4
足す,たす,to add a number,N4
足りる,たりる,to be enough,N4
続く,つづく,to be continued,N4
続ける,つづける,to continue,N4
卒業,そつぎょう,graduation,N4
太る,ふとる,to become fat,N4
打つ,うつ,to hit,N4
退院,たいいんする,to leave hospital,N4
代わり,かわり,substitute; alternate,N4
台風,たいふう,typhoon,N4
大学生,だいがくせい,university student,N4
大事,だいじ,important; valuable; serious matter,N4
大体,だいたい,generally,N4
大分,だいぶ,greatly,N4
棚,たな,shelves,N4
探す,さがす,to look for,N4
暖房,だんぼう,heating,N4
男性,だんせい,male,N4
知らせる,しらせる,to notify,N4
地震,じしん,earthquake,N4
地理,ちり,geography,N4
恥ずかしい,はずかしい,embarrassed,N4
致す,いたす,(humble) to do,N4
遅れる,おくれる,to be late,N4
着物,きもの,kimono,N4
中々,なかなか,considerably,N4
中学校,ちゅうがっこう,junior high school; middle school,N4
昼間,ひるま,daytime; during the day,N4
昼休み,ひるやすみ,noon break,N4
注意,ちゅうい,caution,N4
注射,ちゅうしゃ,injection,N4
虫,むし,insect,N4
駐車場,ちゅうしゃじょう,parking lot,N4
丁寧,ていねい,polite,N4
調べる,しらべる,to investigate,N4
直す,なおす,to fix; to repair,N4
直る,なおる,to be fixed; to be repaired,N4
珍しい,めずらしい,rare,N4
通う,かよう,to commute,N4
通る,とおる,to go through,N4
漬ける,つける,to soak; to pickle,N4
釣る,つる,to fish,N4
泥棒,どろぼう,thief,N4
適当,てきとう,suitability,N4
天気予報,てんきよほう,weather forecast,N4
展覧会,てんらんかい,exhibition,N4
店員,てんいん,shop assistant,N4
点,てん,point; dot,N4
伝える,つたえる,to report,N4
田舎,いなか,countryside,N4
電灯,でんとう,electric light,N4
電報,でんぽう,telegram,N4
塗る,ぬる,to paint; to plaster,N4
途中,とちゅう,on the way,N4
都,と,metropolitan,N4
都合,つごう,circumstances; convenience,N4
怒る,おこる,to get angry; to be angry,N4
倒れる,たおれる,to break down,N4
島,しま,island,N4
投げる,なげる,to throw or cast away,N4
盗む,ぬすむ,to steal,N4
湯,ゆ,hot water,N4
答,こたえ,response,N4
踏む,ふむ,to step on,N4
逃げる,にげる,to escape,N4
動く,うごく,to move,N4
動物園,どうぶつえん,zoo,N4
道具,どうぐ,tool; means,N4
特に,とくに,particularly; especially,N4
特急,とっきゅう,limited express train (faster than an express train),N4
特別,とくべつ,special,N4
届ける,とどける,to reach,N4
二階建て,にかいだて,two storied,N4
日,ひ,day; sun,N4
日記,にっき,journal,N4
入院,にゅういんする,to hospitalise,N4
入学,にゅうがくする,to enter school or university,N4
熱,ねつ,fever,N4
拝見,はいけんする,(humble) to look at,N4
背中,せなか,back of the body,N4
倍,ばい,double,N4
売り場,うりば,place where things are sold,N4
泊まる,とまる,to lodge at,N4
発音,はつおん,pronunciation,N4
髪,かみ,hair,N4
反対,はんたい,opposition,N4
番組,ばんぐみ,television or radio program,N4
彼,かれ,he; boyfriend,N4
彼ら,かれら,they,N4
彼女,かのじょ,she; girlfriend,N4
悲しい,かなしい,sad,N4
比べる,くらべる,to compare,N4
非常に,ひじょうに,extremely,N4
飛行場,ひこうじょう,airport,N4
美しい,うつくしい,beautiful,N4
美術館,びじゅつかん,art gallery,N4
必ず,かならず,certainly; necessarily,N4
必要,ひつよう,necessary,N4
表,おもて,the front,N4
品物,しなもの,goods,N4
不便,ふべん,inconvenience,N4
付く,つく,to be attached,N4
夫,おっと,husband,N4
布団,ふとん,Japanese bedding; futon,N4
怖い,こわい,frightening,N4
普通,ふつう,usually; or a train that stops at every station,N4
負ける,まける,to lose,N4
部長,ぶちょう,head of a section,N4
復習,ふくしゅう,revision,N4
複雑,ふくざつ,complexity; complication,N4
払う,はらう,to pay,N4
沸かす,わかす,to boil; to heat,N4
沸く,わく,to boil; to grow hot; to get excited,N4
文化,ぶんか,culture,N4
文学,ぶんがく,literature,N4
文法,ぶんぽう,grammar,N4
聞こえる,きこえる,to be heard,N4
米,こめ,uncooked rice,N4
壁,かべ,wall,N4
別,べつ,different,N4
別れる,わかれる,to separate,N4
変,へん,strange,N4
変える,かえる,to change,N4
変わる,かわる,to change,N4
片付ける,かたづける,to tidy up,N4
返事,へんじ,reply,N4
捕まえる,つかまえる,to seize,N4
暮れる,くれる,to get dark; to come to an end,N4
包む,つつむ,to wrap,N4
放送,ほうそうする,to broadcast,N4
法律,ほうりつ,law,N4
訪ねる,たずねる,to visit,N4
亡くなる,なくなる,to die,N4
忘れ物,わすれもの,lost article,N4
貿易,ぼうえき,trade,N4
僕,ぼく,I (used by males),N4
翻訳,ほんやく,translation,N4
漫画,まんが,comic,N4
味,あじ,flavour,N4
味噌,みそ,bean paste,N4
眠い,ねむい,sleepy,N4
眠る,ねむる,to sleep,N4
夢,ゆめ,dream,N4
無くなる,なくなる,to disappear; to get lost,N4
無理,むり,impossible,N4
娘,むすめ,(humble) daughter,N4
明日,あす,tomorrow,N4
鳴る,なる,to sound,N4
毛,け,hair or fur,N4
木綿,もめん,cotton,N4
戻る,もどる,to turn back,N4
役に立つ,やくにたつ,to be helpful,N4
約束,やくそく,promise,N4
訳,わけ,meaning; reason,N4
輸出,ゆしゅつする,to export,N4
輸入,ゆにゅうする,to import,N4
優しい,やさしい,kind,N4
遊び,あそび,play,N4
予習,よしゅう,preparation for a lesson,N4
予定,よてい,arrangement,N4
予約,よやく,reservation,N4
揺れる,ゆれる,to shake; to sway,N4
用,よう,use,N4
用意,ようい,preparation,N4
用事,ようじ,things to do,N4
葉,は,leaf,N4
踊り,おどり,a dance,N4
踊る,おどる,to dance,N4
落す,おとす,to drop,N4
落る,おちる,to fall or drop,N4
利用,りよう,utilization,N4
理由,りゆう,reason,N4
裏,うら,reverse side,N4
立てる,たてる,to stand something up,N4
留守,るす,absence,N4
旅館,りょかん,Japanese hotel,N4
両方,りょうほう,both sides,N4
力,ちから,strength; power,N4
林,はやし,woods; forester,N4
例えば,たとえば,for example,N4
冷える,ひえる,to grow cold,N4
冷房,れいぼう,air conditioning,N4
歴史,れきし,history,N4
連れる,つれる,to lead,N4
連絡,れんらく,contact,N4
腕,うで,arm,N4
