word,reading,meanings,level
お世辞,おせじ,flattery; compliment,N1
お先に,おさきに,before; ahead; previously,N1
お祖父さん,おじいさん,grandfather; male senior-citizen,N1
お祖母さん,おばあさん,grandmother; female senior-citizen,N1
お早う,おはよう,Good morning,N1
お大事に,おだいじに,Take care of yourself,N1
お喋り,おしゃべり,chattering; talk; idle talk; chat; chitchat; gossip; chatty; talkative; chatterbox; blabbermouth,N1
お八,おやつ,1.  (uk) between meal snack; afternoon refreshment; afternoon tea; 2.  mid-day snack,N1
お目出度う,おめでとう,(ateji) (int) (uk) Congratulations!; an auspicious occasion!,N1
お洒落,おしゃれ,smartly dressed; someone smartly dressed; fashion-conscious,N1
お襁褓,おむつ,diaper; nappy,N1
カーペット,,carpet,N1
ガイド,,tour guide,N1
ガイドブック,,guidebook,N1
カクテル,,cocktail,N1
がっくり,,heartbroken,N1
がっしり,,firmly; solidly; tough,N1
がっちり,,solidly built; tightly; shrewd; calculating,N1
カット,,cut; cutting,N1
カテゴリー,,category,N1
カムバック,,comeback,N1
カメラマン,,cameraman,N1
かも知れない,かもしれない,may; might; perhaps; may be; possibly,N1
がる,,feel,N1
カルテ,,(de:) (n) clinical records (de: Karte),N1
ガレージ,,garage (at house),N1
カンニング,,cunning; cheat,N1
きちっと,,exactly; perfectly,N1
きっかり,,exactly; precisely,N1
きっちり,,precisely; tightly,N1
きっぱり,,clearly; plainly; distinctly,N1
キャッチ,,catch,N1
キャリア,,career; career government employee,N1
クイズ,,quiz,N1
くっきり,,distinctly; clearly; boldly,N1
ぐっと,,firmly; fast; much; more,N1
くっ付く,くっつく,to adhere to; to keep close to,N1
くっ付ける,くっつける,to attach,N1
ぐらい,,approximately,N1
クラブ,,club; crab,N1
グラフ,,graph,N1
グレー,,grey; gray,N1
クレーン,,crane,N1
ゲスト,,guest,N1
げっそり,,being disheartened; losing weight,N1
けれど,,but; however,N1
ヶ月,かげつ,#NAME?,N1
コーナー,,corner,N1
こだわる,,to fuss over; to be particular about; to be concerned about,N1
この間,このあいだ,the other day; lately; recently,N1
この頃,このごろ,recently,N1
コマーシャル,,a commercial,N1
コミュニケーション,,communication,N1
コメント,,comment,N1
コンタクト,,contact; contact lens,N1
コンテスト,,contest,N1
コントラスト,,contrast,N1
コントロール,,control,N1
コンパス,,compass,N1
ご苦労様,ごくろうさま,Thank you very much for your....,N1
ご座います,ございます,to be (polite); to exist,N1
ご馳走,ごちそう,feast; treating (someone),N1
ご馳走さま,ごちそうさま,feast,N1
ご無沙汰,ごぶさた,not writing or contacting for a while,N1
サイクル,,cycle,N1
サイズ,,size,N1
さっと,,quickly; suddenly,N1
サボる,,to be truant; to be idle; to sabotage by slowness,N1
さん,,Mr or Mrs,N1
サンキュー,,thank you,N1
サンタクロース,,Santa Claus,N1
し,,10^24 (kanji is JIS X 0212 kuten 4906); septillion (American); quadrillion (British),N1
シート,,seat; sheet,N1
ジーパン,,jeans (lit: jeans pants); dungarees,N1
しいんと,,silent (as the grave); (deathly) quiet,N1
しくじる,,to fail; to fall through; to blunder,N1
システム,,system,N1
シック,,chic,N1
じっくり,,deliberately; carefully,N1
シナリオ,,scenario,N1
しぶとい,,tenacious; stubborn,N1
しまった,,Damn it!,N1
ジャズ,,jazz,N1
ジャンパー,,jacket; jumper,N1
ジャンプ,,jump,N1
ジャンボ,,jumbo,N1
ジャンル,,genre,N1
じゃん拳,じゃんけん,rock-scissors-paper game,N1
ショー,,show,N1
ショック,,shock,N1
しょっちゅう,,always; constantly,N1
スタジオ,,studio,N1
スチーム,,steam,N1
ストライキ,,strike,N1
ストレス,,stress,N1
ストロー,,straw,N1
ストロボ,,stroboscope (lit: strobo); strobe lamp; stroboscopic lamp,N1
すばしこい,,nimble; smart; quick,N1
ずばり,,decisively; decidedly; once and for all; unreservedly; frankly,N1
スピード,,speed,N1
スプリング,,spring,N1
ずぶ濡れ,ずぶぬれ,soaked; dripping wet,N1
スペース,,space,N1
スポーツカー,,sports car,N1
スラックス,,slacks,N1
ずらっと,,in a line; in a row,N1
ずるずる,,sound or act of dragging; loose; inconclusive but unwanted situation; trailingly,N1
ずれ,,gap; slippage,N1
ずれる,,to slide; to slip off,N1
すれ違う,すれちがう,to pass by one another; to disagree; to miss each other,N1
すんなり,,pass with no objection; slim; slender,N1
セール,,sale,N1
セクション,,section,N1
セックス,,sexual intercourse,N1
ゼリー,,1.  jelly; 2.  Jerry,N1
セレモニー,,ceremony,N1
センス,,good sense (for music  style  tact  etc.),N1
ソース,,source,N1
ソックス,,socks,N1
その為,そのため,hence; for that reason,N1
その外,そのほか,besides; in addition; the rest,N1
その上,そのうえ,in addition; furthermore,N1
その内,そのうち,eventually; sooner or later; of the previously mentioned,N1
ソロ,,solo,N1
ぞんざい,,rude; careless; slovenly,N1
ダース,,dozen,N1
タイトル,,title,N1
タイピスト,,typist,N1
タイマー,,timer,N1
タイミング,,timing,N1
タイム,,time,N1
タイムリー,,timely; run-batted-in (baseball); RBI,N1
タイヤ,,tire; tyre,N1
タイル,,tile,N1
ダウン,,down,N1
たった,,only; merely; but; no more than,N1
だぶだぶ,,loose; baggy,N1
ダブる,,to coincide (fall on the same day); to have two of something; to repeat a school year after failing,N1
だらけ,,implying (negatively) that something is full of  e.g. mistakes,N1
タレント,,talent; star; personality,N1
タワー,,tower,N1
ダンプ,,dump,N1
チームワーク,,teamwork,N1
チェンジ,,change,N1
チャイム,,chime,N1
ちやほや,,pamper; make a fuss of; spoil,N1
チャンネル,,a channel,N1
ちょくちょく,,often; frequently; now and then; occasionally,N1
ちらっと,,at a glance; by accident,N1
ティッシュペーパー,,tissue paper,N1
データ,,data,N1
でかい,,huge,N1
デコレーション,,decoration,N1
デザート,,dessert,N1
デザイン,,design,N1
てっきり,,surely; certainly; beyond doubt,N1
デッサン,,(fr:) (n) rough sketch (fr: dessin),N1
デモンストレーション,,demonstration,N1
テレックス,,telex; teletypewriter exchange,N1
てんで,,(not) at all; altogether; entirely,N1
と,,1.  if (conjunction); 2.  promoted pawn (shogi) (abbr),N1
どうぞ宜しく,どうぞよろしく,pleased to meet you,N1
どうにか,,in some way or other; one way or another,N1
どうやら,,it seems like; somehow or other,N1
トーン,,tone,N1
ドライ,,dry,N1
ドライクリーニング,,dry cleaning,N1
ドライバー,,driver; screwdriver,N1
ドライブイン,,drive in,N1
トラブル,,trouble (sometimes used as a verb),N1
トランジスター,,transistor,N1
ドリル,,drill,N1
とんだ,,terrible; awful; serious; preposterous; absolutely not,N1
ナイター,,game under lights (e.g. baseball) (lit: nighter); night game,N1
ナプキン,,napkin,N1
なんか,,things like ...; or something like that .. (often derogatory),N1
ナンセンス,,nonsense,N1
なんだかんだ,,something or other,N1
にも拘らず,にもかかわらず,in spite of; nevertheless,N1
ニュアンス,,nuance,N1
ニュー,,new,N1
ネガ,,(photographic) negative,N1
ねじ回し,ねじまわし,screwdriver,N1
ノイローゼ,,(de:) (n) neurosis (de: Neurose),N1
バー,,bar,N1
パジャマ,,pajamas; pyjamas,N1
パチンコ,,pachinko (Japanese pinball),N1
バッジ,,badge,N1
バット,,bat; vat,N1
ばてる,,to be exhausted; to be worn out,N1
パトカー,,patrol car,N1
ハンガー,,hangar; (coat) hanger; hunger,N1
パンク,,1.  (abbr) puncture; bursting; 2.  punk,N1
ビールス,,virus,N1
ビジネス,,business,N1
びっしょり,,wet through; drenched,N1
ひょっと,,possibly; accidentally,N1
びり,,last on the list; at the bottom,N1
ヒント,,hint,N1
ファイト,,fight,N1
ファイル,,file,N1
ファン,,fan; fun,N1
フィルター,,(camera) filter,N1
ブーツ,,boots,N1
ブーム,,boom,N1
フェリー,,ferry,N1
フォーム,,foam; form,N1
ぶかぶか,,too big; baggy,N1
ブザー,,buzzer,N1
ぶらぶら,,dangle heavily; swing; sway to and fro; aimlessly; idly; lazily; loiter; loaf; be idle; stroll idly,N1
ぶら下げる,ぶらさげる,to hang; to suspend; to dangle; to swing,N1
ブルー,,blue,N1
フロント,,front,N1
ふんだん,,plentiful; abundant; lavish,N1
ペア,,pair; pear,N1
ベース,,base; bass,N1
ぺこぺこ,,fawn; be very hungry,N1
ベスト,,best; vest,N1
ベストセラー,,best-seller,N1
ボイコット,,boycott,N1
ポイント,,point,N1
ホース,,hose,N1
ポーズ,,pause,N1
ホール,,hall; hole,N1
ポジション,,position,N1
ほっと,,feel relieved,N1
ポット,,pot,N1
ぼつぼつ,,gradually; here and there; spots; pimples,N1
ぼやく,,to grumble; to complain,N1
ぼやける,,to become dim; to become blurred,N1
ボルト,,volt; bolt,N1
ポンプ,,pump,N1
マーク,,mark,N1
まごつく,,to be confused; to be flustered,N1
マスコミ,,mass communication,N1
マッサージ,,massage,N1
ミスプリント,,misprint,N1
ミセス,,Mrs.,N1
ミュージック,,music,N1
ミリ,,milli-; 10^-3,N1
ムード,,mood,N1
メーカー,,maker,N1
メッセージ,,message,N1
メディア,,media,N1
メロディー,,melody,N1
モーテル,,motel,N1
モニター,,(computer) monitor,N1
もろに,,completely; all the way,N1
やっ付ける,やっつける,to beat,N1
ややこしい,,puzzling; tangled; complicated; complex,N1
やり遂げる,やりとげる,to accomplish,N1
ヤング,,young,N1
ゆとり,,reserve; affluence; room; time (to spare),N1
ユニーク,,unique,N1
ユニフォーム,,uniform,N1
ライス,,rice,N1
ラベル,,label,N1
ランプ,,lamp; ramp; headlight; light,N1
ルーズ,,loose,N1
ルール,,rule,N1
レース,,race; lace,N1
レギュラー,,regular,N1
レクリエーション,,recreation,N1
レッスン,,lesson,N1
レディー,,lady,N1
レバー,,lever; liver,N1
レンジ,,range; stove,N1
レンタカー,,hire car (lit: rent-a-car),N1
レントゲン,,X-ray (lit: Roentgen),N1
ロープ,,rope,N1
ローマ字,ローマじ,romanization; Roman letters,N1
ロマンチック,,romantic,N1
ワット,,watt,N1
亜科,あか,suborder; subfamily,N1
愛でたい,めでたい,auspicious,N1
愛想,あいそ,civility; courtesy; compliments; sociability; graces,N1
愛憎,あいにく,likes and dislikes,N1
悪,あく,evil; wickedness,N1
悪い,にくい,hateful; abominable; poor-looking,N1
悪化,あっか,deterioration; growing worse; aggravation; degeneration; corruption,N1
悪戯,いたずら,tease; prank; trick; practical joke; mischief,N1
悪口,あっこう,abuse; insult; slander; evil speaking,N1
悪者,わるもの,bad fellow; rascal; ruffian; scoundrel,N1
悪日,あくび,unlucky day,N1
葦,よし,reed; bulrush,N1
圧迫,あっぱく,pressure; coercion; oppression,N1
圧力,あつりょく,stress; pressure,N1
扱い,あつかい,treatment; service,N1
宛,あて,addressed to,N1
宛てる,あてる,to address,N1
或いは,あるいは,or; possibly,N1
或る,ある,a certain...; some...,N1
安っぽい,やすっぽい,cheap-looking; tawdry; insignificant,N1
安静,あんせい,rest,N1
暗殺,あんさつ,assassination,N1
暗算,あんざん,mental arithmetic,N1
暗示,あんじ,hint; suggestion,N1
案じる,あんじる,to be anxious; to ponder,N1
案の定,あんのじょう,sure enough; as usual,N1
闇,やみ,darkness; the dark; black-marketeering; dark; shady; illegal,N1
以て,もって,with; by; by means of; because; in view of,N1
伊井,いい,that one; Italy,N1
位地,いち,place; situation; position; location,N1
依,い,depending on,N1
依って,よって,therefore; consequently; accordingly; because of,N1
依然,いぜん,still; as yet,N1
依存,いそん,dependence; dependent; reliance,N1
委託,いたく,consign (goods (for sale) to a firm); entrust (person with something); commit,N1
威力,いりょく,power; might; authority; influence,N1
尉,じょう,jailer; old man; rank; company officer,N1
意気込む,いきごむ,to be enthusiastic about,N1
意向,いこう,intention; idea; inclination,N1
意図,いと,intention; aim; design,N1
意地,いじ,disposition; spirit; willpower; obstinacy; backbone; appetite,N1
意欲,いよく,will; desire; ambition,N1
易い,やすい,easy,N1
為さる,なさる,to do,N1
為来り,しきたり,customs,N1
畏まりました,かしこまりました,certainly!,N1
異議,いぎ,objection; dissent; protest,N1
異見,いけん,different opinion; objection,N1
異性,いせい,the opposite sex,N1
異動,いどう,a change,N1
異論,いろん,different opinion; objection,N1
移行,いこう,switching over to,N1
移住,いじゅう,migration; immigration,N1
移民,いみん,emigration; immigration; emigrant; immigrant,N1
萎びる,しなびる,to wilt; to fade,N1
萎む,しぼむ,to wither; to fade (away); to shrivel; to wilt,N1
衣装,いしょう,clothing; costume; outfit; garment; dress,N1
衣料,いりょう,clothing,N1
衣類,いるい,clothes; clothing; garments,N1
違える,ちがえる,to change,N1
遺跡,いせき,historic ruins (remains  relics),N1
域外,いきがい,outside the area,N1
育ち,そだち,breeding; growth,N1
育成,いくせい,rearing; training; nurture; cultivation; promotion,N1
一々,いちいち,one by one; separately,N1
一まず,ひとまず,for the present; once; in outline,N1
一概に,いちがいに,unconditionally; as a rule,N1
一括,いっかつ,all together; batch; one lump; one bundle; summing up,N1
一気,いっき,drink!(said repeatedly as a party cheer),N1
一挙に,いっきょに,at a stroke; with a single swoop,N1
一筋,ひとすき,a line; earnestly; blindly; straightforwardly,N1
一見,いちげん,unfamiliar; never before met,N1
一言,いちげん,single word,N1
一向,ひたすら,earnestly,N1
一頃,ひところ,once; some time ago,N1
一昨昨日,さきおととい,two days before yesterday,N1
一心,いっしん,one mind; wholeheartedness; the whole heart,N1
一人,いちにん,one person,N1
一人でに,ひとりでに,by itself; automatically; naturally,N1
一寸,ちょっと,(ateji) (adv int) (uk) just a minute; a short time; a while; just a little; somewhat; easily; readily; rath,N1
一切,いっさい,all; everything; without exception; the whole; entirely; absolutely,N1
一息,ひといき,puffy; a breath; a pause; an effort,N1
一帯,いったい,a region; a zone; the whole place,N1
一定,いちじょう,fixed; settled; definite; uniform; regularized; defined; standardized; certain; prescribed,N1
一同,いちどう,all present; all concerned; all of us,N1
一日,いちじつ,(1) one day; (2) first of month,N1
一敗,いっぱい,one defeat,N1
一部,いちぶ,1.  one copy  e.g. of a document; 2.  a part; partly; some,N1
一部分,いちぶぶん,a part,N1
一別,いちべつ,parting,N1
一変,いっぺん,complete change; about-face,N1
一面,いちめん,one side; one phase; front page; the other hand; the whole surface,N1
一目,いちもく,a glance; a look; a glimpse,N1
一様,いちよう,uniformity; evenness; similarity; equality; impartiality,N1
一律,いちりつ,evenness; uniformity; monotony; equality,N1
一連,いちれん,a series; a chain; a ream (of paper),N1
溢れる,あふれる,to flood; to overflow; to brim over,N1
逸らす,そらす,to turn away; to avert,N1
稲光,いなびかり,(flash of) lightning,N1
印,いん,seal; stamp; mark; print,N1
印鑑,いんかん,stamp; seal,N1
員,いん,member,N1
引きずる,ひきずる,to seduce; to drag along; to pull; to prolong; to support,N1
引き下げる,ひきさげる,to pull down; to lower; to reduce; to withdraw,N1
引き起こす,ひきおこす,to cause,N1
引き取る,ひきとる,to take charge of; to take over; to retire to a private place,N1
引き受ける,ひきうける,to undertake; to take up; to take over; to be responsible for; to guarantee; to contract (disease),N1
引き上げる,ひきあげる,to withdraw; to leave; to pull out; to retire,N1
引き分け,ひきわけ,a draw (in competition); tie game,N1
引っ掛ける,ひっかける,1.  to hang (something) on (something); to throw on (clothes); 2.  to hook; to catch; to trap; to ensnar,N1
引っ掻く,ひっかく,to scratch,N1
飲み込む,のみこむ,to gulp down; to swallow deeply; to understand; to take in; to catch on to; to learn; to digest,N1
陰気,いんき,gloom; melancholy,N1
隠居,いんきょ,retirement; retired person,N1
雨具,あまぐ,rain gear,N1
雨天,うてん,rainy weather,N1
卯,ぼう,fourth sign of Chinese zodiac (The Hare  5am-7am  east  February),N1
渦,うず,swirl,N1
嘘つき,うそつき,liar (sometimes said with not much seriousness); fibber,N1
云々,うんぬん,and so on; and so forth; comment,N1
運営,うんえい,management; administration; operation,N1
運送,うんそう,shipping; marine transportation,N1
運賃,うんちん,freight rates; shipping expenses; fare,N1
運搬,うんぱん,transport; carriage,N1
運命,うんめい,fate,N1
運輸,うんゆ,transportation,N1
運用,うんよう,making use of; application; investment; practical use,N1
営む,いとなむ,to carry on (e.g. in ceremony); to run a business,N1
映える,はえる,to shine; to look attractive; to look pretty,N1
映写,えいしゃ,projection,N1
映像,えいぞう,reflection; image,N1
栄える,さかえる,to prosper; to flourish,N1
英字,えいじ,English letter (character),N1
英雄,えいゆう,hero; great man,N1
衛生,えいせい,health; hygiene; sanitation; medical,N1
液,えき,liquid; fluid,N1
益々,ますます,increasingly; more and more,N1
閲覧,えつらん,inspection; reading,N1
厭々,いやいや,unwillingly; grudgingly; shaking head in refusal (to children),N1
厭やらしい,いやらしい,detestable; disagreeable,N1
円滑,えんかつ,harmony; smoothness,N1
円満,えんまん,perfection; harmony; peace; smoothness; completeness; satisfaction; integrity,N1
園,えん,garden (esp. man-made),N1
延いては,ひいては,not only...but also; in addition to; consequently,N1
延べ,のべ,futures; credit (buying); stretching; total,N1
沿い,ぞい,along,N1
沿う,そう,to run along; to follow,N1
沿岸,えんがん,coast; shore,N1
沿線,えんせん,along railway line,N1
演じる,えんじる,to perform (a play); to play (a part); to act (a part); to commit (a blunder),N1
演ずる,えんずる,to perform; to play,N1
演習,えんしゅう,practice; exercises; manoeuvers,N1
演出,えんしゅつ,production (e.g. play); direction,N1
煙たい,けむたい,smoky; feeling awkward,N1
煙る,けむる,to smoke (e.g. fire),N1
煙草,たばこ,(pt:) (n) (uk) tobacco (pt: tabaco); cigarettes,N1
縁,えん,chance; fate; destiny; relation; bonds; connection; karma,N1
縁側,えんがわ,veranda; porch; balcony; open corridor,N1
縁談,えんだん,marriage proposal; engagement,N1
艶,えん,charming; fascinating; voluptuous,N1
遠ざかる,とおざかる,to go far off,N1
遠回り,とおまわり,detour; roundabout way,N1
遠方,えんぽう,long way; distant place,N1
鉛,なまり,lead (the metal),N1
塩,えん,salt,N1
於,お,at; in; on,N1
於いて,おいて,at; in; on,N1
汚す,けがす,to disgrace; to dishonour,N1
汚らわしい,けがらわしい,filthy; unfair,N1
汚れ,けがれ,uncleanness; impurity; disgrace,N1
汚れる,けがれる,to get dirty; to become dirty,N1
甥,おい,nephew,N1
応急,おうきゅう,emergency,N1
応募,おうぼ,subscription; application,N1
押さえる,おさえる,to stop; to restrain; to seize; to repress; to suppress; to press down,N1
押し寄せる,おしよせる,to push aside; to advance on,N1
押し込む,おしこむ,to push into; to crowd into,N1
横綱,よこづな,sumo grand champion,N1
殴る,なぐる,to strike; to hit,N1
黄金,おうごん,gold,N1
黄色,おうしょく,yellow,N1
屋敷,やしき,mansion,N1
臆病,おくびょう,cowardice; timidity,N1
乙,おつ,1.  strange; quaint; stylish; chic; spicy; queer; witty; tasty; romantic; 2.  2nd in rank; second sign of the,N1
俺,おれ,I (ego) (boastful first-person pronoun),N1
温和,おんわ,gentle; mild; moderate,N1
音,ね,sound; note,N1
音色,おんいろ,tone color; tone quality; timbre; synthesizer patch,N1
下がる,さがる,to hang down; to abate; to retire; to fall; to step back,N1
下らない,くだらない,good-for-nothing; stupid; trivial; worthless,N1
下位,かい,low rank; subordinate; lower order (e.g. byte),N1
下火,したび,burning low; waning; declining,N1
下取り,したどり,trade in; part exchange,N1
下心,したごころ,secret intention; motive,N1
下地,したじ,groundwork; foundation; inclination; aptitude; elementary knowledge of; grounding in; prearrangement; spade,N1
下調べ,したしらべ,preliminary investigation; preparation,N1
下番,かばん,going off duty,N1
下品,かひん,inferior article,N1
下吏,かり,lower official,N1
下痢,げり,diarrhoea,N1
化ける,ばける,to appear in disguise; to take the form of; to change for the worse,N1
化する,かする,to change into; to convert into; to transform; to be reduced; to influence; to improve (someone),N1
化合,かごう,chemical combination,N1
化石,かせき,fossil; petrifaction; fossilization,N1
化繊,かせん,synthetic fibres,N1
仮,か,tentative; provisional,N1
仮令,たとえ,example; even if; if; though; although,N1
何々,どれどれ,which (emphatic),N1
何しろ,なにしろ,at any rate; anyhow; anyway; in any case,N1
何だか,なんだか,a little; somewhat; somehow,N1
何て,なんて,how...!; what...!,N1
何と,なんと,what; how; whatever,N1
何となく,なんとなく,somehow or other; for some reason or another,N1
何とも,なんとも,nothing (with neg. verb); quite; not a bit,N1
何なり,なんなり,any; anything; whatever,N1
何の,どの,which; what,N1
何も,なにも,nothing,N1
何より,なにより,most; best,N1
何れ,いずれ,where; which; who; anyway; anyhow; at any rate,N1
何気ない,なにげない,casual; unconcerned,N1
何故,なぜ,why; how,N1
何故なら,なぜなら,because,N1
何時,いつ,when; how soon,N1
何時か,いつか,sometime; someday; one day; some time or other; the other day; in due course; in time,N1
何時でも,いつでも,(at) any time; always; at all times; never (neg); whenever,N1
何時の間にか,いつのまにか,before one knows; unnoticed; unawares,N1
何時までも,いつまでも,forever; for good; eternally; as long as one likes; indefinitely,N1
何時も,いつも,always; usually; every time; never (with neg. verb),N1
何処,どこ,where; what place,N1
何処か,どこか,somewhere; anywhere; in some respects,N1
何卒,どうぞ,please; kindly; by all means,N1
何方,どちら,which; who,N1
佳句,かく,beautiful passage of literature,N1
加工,かこう,manufacturing; processing; treatment,N1
加入,かにゅう,becoming a member; joining; entry; admission; subscription; affiliation; adherence; signing,N1
加味,かみ,seasoning; flavoring,N1
加留多,かるた,(pt:) (n) playing cards (pt: carta),N1
可哀想,かわいそう,poor; pitiable; pathetic,N1
可愛い,かわいい,pretty; cute; lovely; charming; dear; darling; pet,N1
可愛がる,かわいがる,to love; to be affectionate,N1
可愛らしい,かわいらしい,lovely; sweet,N1
可笑しい,おかしい,strange; funny; amusing; ridiculous,N1
可成,かなり,considerably; fairly; quite,N1
家計,かけい,household economy; family finances,N1
家主,いえぬし,landlord,N1
家出,いえで,running away from home; leaving home,N1
家畜,かちく,domestic animals; livestock; cattle,N1
家来,けらい,retainer; retinue; servant,N1
科,か,department; section,N1
暇,いとま,free time; leisure; leave; spare time; farewell,N1
果たして,はたして,as was expected; really,N1
果たす,はたす,to accomplish; to fulfill; to carry out; to achieve,N1
果て,はて,the end; the extremity; the limit(s); the result,N1
果てる,はてる,to end; to be finished; to be exhausted; to die; to perish,N1
果ない,はかない,fleeting; transient; short-lived; momentary; vain; fickle; miserable; empty; ephemeral,N1
河川,かせん,rivers,N1
火花,ひばな,spark,N1
火傷,かしょう,burn; scald,N1
火星,かせい,Mars (planet),N1
火燵,こたつ,table with heater; (orig) charcoal brazier in a floor well,N1
箇箇,ここ,individual; separate,N1
箇所,かしょ,passage; place; point; part,N1
箇条書き,かじょうがき,itemized form; itemization,N1
花びら,はなびら,(flower) petal,N1
花壇,かだん,flower bed,N1
花粉,かふん,pollen,N1
苛々,いらいら,getting nervous; irritation,N1
苛める,いじめる,to tease; to torment; to persecute; to chastise,N1
荷,に,load; baggage; cargo,N1
荷造り,にづくり,packing; baling; crating,N1
華々しい,はなばなしい,brilliant; magnificent; spectacular,N1
華やか,はなやか,gay; showy; brilliant; gorgeous; florid,N1
華美,かび,pomp; splendor; gaudiness,N1
華奢,かしゃ,luxury; pomp; delicate; slender; gorgeous,N1
課外,かがい,extracurricular,N1
課題,かだい,subject; theme; task,N1
貨幣,かへい,money; currency; coinage,N1
過ぎ,すぎ,past; after,N1
過ち,あやまち,fault; error; indiscretion,N1
過疎,かそ,depopulation,N1
過多,かた,excess; superabundance,N1
過密,かみつ,crowded,N1
過労,かろう,overwork; strain,N1
霞む,かすむ,to grow hazy; to be misty,N1
俄か,にわか,sudden; abrupt; unexpected; improvised; offhand,N1
我がまま,わがまま,selfishness; egoism; wilfulness; disobedience; whim,N1
画,かく,stroke,N1
画期,かっき,epoch-making,N1
雅致,がち,artistry; good taste; elegance; grace,N1
介護,かいご,nursing,N1
介入,かいにゅう,intervention,N1
介抱,かいほう,nursing; looking after,N1
会,え,understanding,N1
会見,かいけん,interview; audience,N1
会談,かいだん,conversation; conference; discussion; interview,N1
解く,ほどく,to unfasten,N1
解除,かいじょ,cancellation; rescinding; release; calling off,N1
解剖,かいぼう,dissection; autopsy,N1
回収,かいしゅう,collection; recovery,N1
回送,かいそう,forwarding,N1
回覧,かいらん,circulation,N1
回路,かいろ,circuit (electric),N1
快い,こころよい,pleasant; agreeable,N1
怪獣,かいじゅう,monster,N1
懐く,なつく,to become emotionally attached,N1
拐う,さらう,to carry off; to run away with; to kidnap; to abduct,N1
改まる,あらたまる,to be renewed,N1
改悪,かいあく,deterioration; changing for the worse,N1
改革,かいかく,reform; reformation; innovation,N1
改修,かいしゅう,repair; improvement,N1
改定,かいてい,reform,N1
改訂,かいてい,revision,N1
改良,かいりょう,improvement; reform,N1
海運,かいうん,maritime; marine transportation,N1
海峡,かいきょう,channel,N1
海抜,かいばつ,height above sea level,N1
海流,かいりゅう,ocean current,N1
海路,うみじ,sea route,N1
灰,あく,puckery juice,N1
灰皿,はいさら,ashtray,N1
開催,かいさい,holding a meeting; open an exhibition,N1
開拓,かいたく,reclamation (of wasteland); cultivation; pioneer,N1
開発,かいはつ,development; exploitation,N1
階,かい,-floor (counter); stories,N1
階級,かいきゅう,class; rank; grade,N1
階層,かいそう,class; level; stratum; hierarchy,N1
貝殻,かいがら,shell,N1
外貨,がいか,imported goods; foreign money,N1
外観,がいかん,appearance; exterior; facade,N1
外相,がいしょう,Foreign Minister,N1
外方,そっぽ,look (or turn) the other way,N1
外来,がいらい,imported; outpatient clinic,N1
害する,がいする,to injure; to damage; to harm; to kill; to hinder,N1
崖,がけ,cliff,N1
概説,がいせつ,general statement; outline,N1
概念,がいねん,general idea; concept; notion,N1
概略,がいりゃく,outline; summary; gist; in brief,N1
蓋,がい,cover; lid; cap,N1
街,がい,~street; ~quarters,N1
街頭,がいとう,in the street,N1
街道,かいどう,highway,N1
該当,がいとう,corresponding; answering to; coming under,N1
各,おのおの,each; every; either; respectively; severally,N1
各々,それぞれ,each; every; either; respectively; severally,N1
各種,かくしゅ,every kind; all sorts,N1
