word,reading,meanings,level
しいんと,（する）,silent (as the grave); (deathly) quiet,N2
しつこい,,insistent; obstinate,N2
しっぽ,,tail (animal),N2
しびれる,,to become numb; to go to sleep (i.e.; a limb),N2
しぼむ,,to wither; to fade (away); to shrivel; to wilt,N2
しみじみ,,keenly; deeply; heartily,N2
ジャーナリスト,,journalist,N2
しゃがむ,,to squat,N2
しゃっくり,,hiccough; hiccup,N2
シャッター,,shutter,N2
しゃぶる,,to suck; to chew,N2
じゃんけん,,(n) rock-scissors-paper game,N2
じゅうたん,（カーペット）,carpet,N2
ショップ,,a shop,N2
シリーズ,,series,N2
ずうずうしい,,impudent; shameless,N2
スカーフ,,scarf,N2
スクール,,school,N2
すくなくとも,,at least,N2
スケジュール,,schedule,N2
スタート,,start,N2
スチュワーデス,,stewardess,N2
すっきり,,shapely; clear; neat,N2
すっぱい,,sour; acid,N2
ステージ,,(1) stage; (2) performance,N2
ストッキング,,stockings,N2
ストップ,,stop,N2
スピーカー,,speaker,N2
スマート,,smart; stylish; slim,N2
すまない,,sorry (phrase),N2
スライド,,slide,N2
ずらす,,to put off; to delay,N2
すれちがう,,to pass by one another; to disagree,N2
ぜひとも,,by all means (with sense of not taking no for an answer),N2
ゼミ,,(n) seminar,N2
せめて,,offense; method of attack,N2
セメント,,cement,N2
センチ,,centimeter; centi-; 10^-2,N2
そういえば,,which reminds me ..,N2
そうして,,and; like that,N2
そそっかしい,,careless; thoughtless,N2
そのうえ,,in addition; furthermore,N2
そのため,,hence; for that reason,N2
そのほか,,otherwise,N2
タイア,,tire; tyre,N2
だいいち,（副）,first; foremost; # 1,N2
ダイヤグラム,,diagram,N2
ダイヤモンド,,diamond,N2
ダイヤル,,dial,N2
たちまち,,at once; in a moment; suddenly; all at once,N2
ダブル,,double,N2
だます,,to trick; to cheat; to deceive,N2
ダム,,dumb,N2
ためらう,,to hesitate,N2
だらしない,,slovenly; loose; a slut,N2
たんす,,chest of drawers,N2
ちぎる,,to cut up fine; to pick (fruit),N2
チップ,,(1) gratuity; tip; (2) chip,N2
チョーク,,chock; chalk,N2
ついで,,opportunity; occasion,N2
つまずく,,to stumble; to trip,N2
テーマ,,(n) theme; project; topic (de: Thema),N2
でたらめ,,(1) irresponsible utterance; nonsense; nonsensical; (2) random,N2
テニスコート,,tennis court,N2
テンポ,,tempo,N2
どうせ,,anyhow; in any case; at any rate,N2
どうぞよろしく,,pleased to meet you,N2
どきどき,,throb; beat (fast),N2
とっくに,,long ago; already; a long time ago,N2
どっと,,suddenly,N2
どなる,,to shout; to yell,N2
ともかく,,anyhow; anyway; somehow or other; generally speaking; in any case,N2
トレーニング,,training,N2
ナイロン,,nylon,N2
なぐる,,to strike; to hit,N2
なにしろ,,at any rate; anyhow; anyway; in any case,N2
なんとなく,,somehow or other; for some reason or another,N2
なんとも,,nothing (with neg. verb); quite; not a bit,N2
ナンバー,,number,N2
ねじ,,(a) screw,N2
ネックレス,,necklace,N2
のこぎり,,saw,N2
のろのろ,,slowly; sluggishly,N2
ばからしい,,absurd,N2
はきはき,,lucidly,N2
バケツ,,bucket; pail,N2
はじめまして,,How do you do?; I am glad to meet you,N2
パターン,,pattern,N2
バック,,back,N2
ばね,,spring (e.g. coil; leaf),N2
はめる,,(col) to get in; to insert; to put on; to make love,N2
バランス,,balance,N2
パンツ,,underpants,N2
バンド,,band,N2
ハンドル,,handle; steering wheel,N2
ぴかぴか,,glitter; sparkle,N2
ピストル,,pistol,N2
ビタミン,,vitamin,N2
ひとまず,,for the present; once; in outline,N2
ひとりでに,,by itself; automatically; naturally,N2
ビニール,,vinyl,N2
ひゃっかじてん,,encyclopedia,N2
ビルディング,,building,N2
ピンク,,pink,N2
ファスナー,,fastener; zipper,N2
ふざける,,to romp; to gambol; to frolic; to joke,N2
ぶつかる,,to strike; to collide with,N2
ぶつける,,to knock; to run into; to nail on; to strike hard; to hit and attack,N2
ぶつぶつ,,grumbling; complaining in a small voice,N2
フライパン,,fry pan; frying pan,N2
ブラウス,,blouse,N2
ぶらさげる,,to hang; to suspend; to dangle; to swing,N2
ブラシ,,brushy; brush,N2
プラスチック,,plastic,N2
プラットホーム,,platform,N2
フリー,,free,N2
プリント,,print; handout,N2
ブローチ,,brooch,N2
プログラム,,program,N2
ふわふわ,,light; soft,N2
へそ,,navel; belly-button,N2
ベテラン,,veteran,N2
ヘリコプター,,helicopter,N2
へる,,to decrease (in size or number); to diminish; to abate,N2
ぺん,,pen,N2
ペンチ,,(abbr) pliers (lit: pinchers),N2
ボーナス,,bonus,N2
ポスター,,poster,N2
ほどく,,to unfasten,N2
ぼろ,,rag; scrap; tattered clothes; fault (esp. in a pretense),N2
まあまあ,,so-so,N2
マイナス,,minus,N2
まごまご,,confused,N2
マスク,,mask,N2
またぐ,,to straddle,N2
まぶしい,,dazzling; radiant,N2
まぶた,,eyelids,N2
マフラー,,muffler; scarf,N2
マラソン,,marathon,N2
マンション,,large apartment; apartment house,N2
みじめ,,(arch) sad; pitiful; wretched,N2
ミシン,,sewing machine,N2
みっともない,,shameful; indecent,N2
ミリ,（メートル）,milli-; 10^-3,N2
メーター,,meter (clock),N2
めちゃくちゃ,,absurd; unreasonable; excessive; messed up; spoiled; wreaked,N2
めっきり,,remarkably,N2
めでたい,,happy; simple soul; propitious; joyous,N2
メニュー,,menu,N2
めまい,,dizziness; giddiness,N2
モーター,,motor,N2
もしかしたら,,perhaps; maybe; by some chance,N2
もしかすると,,perhaps; maybe; by some chance,N2
もたれる,,to lean against; to lean on; to recline on; to lie heavy (on the stomach),N2
モダン,,modern,N2
もったいない,,too good; more than one deserves; wasteful; sacrilegious; unworthy of,N2
モデル,,model,N2
モノレール,,monorail,N2
やかましい,,(1) noisy; (2) strict; fussy,N2
やたらに,,randomly; recklessly; blindly,N2
やっつける,,to attack (an enemy); to beat; to do away with; to finish off,N2
やっぱり,,also; as I thought; still; in spite of; absolutely; of course,N2
やむをえない,,cannot be helped; unavoidable,N2
ゆでる,,to boil,N2
よこす,,(1) to send; to forward; (2) to hand over (e.g. money),N2
ラッシュアワー,,rush hour,N2
ランチ,,launch; lunch,N2
ランニング,,(1) running; (2) tank top,N2
リズム,,rhythm,N2
リットル,,litre,N2
リポート,,report; paper,N2
リボン,,ribbon,N2
レインコート,,raincoat,N2
レクリェーション,,recreation,N2
レジャー,,leisure,N2
レベル,,level,N2
レンズ,,lens,N2
ローマじ,,romanization; Roman letters,N2
ロッカー,,locker,N2
ロビー,,lobby,N2
わりあいに,,comparatively,N2
ワンピース,,one-piece dress,N2
圧縮,あっしゅく,compression; condensation; pressure,N2
宛名,あてな,address; direction,N2
安易,あんい,easy-going,N2
案外,あんがい,unexpectedly,N2
以後,いご,after this; from now on; hereafter; thereafter,N2
以降,いこう,on and after; hereafter; thereafter,N2
偉い,えらい,great; celebrated; eminent; terrible; awful; famous; remarkable; excellent,N2
威張る,いばる,to be proud; to swagger,N2
意義,いぎ,meaning; significance,N2
意地悪,いじわる,malicious; ill-tempered; unkind,N2
慰める,なぐさめる,to comfort; to console,N2
為す,なす,to accomplish; to do,N2
為替,かわせ,money order; exchange,N2
移転,いてん,moving; transfer; demise,N2
緯度,いど,latitude (nav.),N2
衣食住,いしょくじゅう,necessities of life (food; clothing; etc.),N2
井戸,いど,water well,N2
育児,いくじ,childcare; nursing; upbringing,N2
一応,いちおう,once; tentatively; in outline; for the time being,N2
一休み,ひとやすみ,a rest,N2
一昨日,いっさくじつ,day before yesterday,N2
一昨年,いっさくねん,year before last,N2
一斉,いっせい,simultaneous; all at once,N2
一旦,いったん,once; for a moment; one morning; temporarily,N2
一段と,いちだんと,greater; more; further; still more,N2
一通り,ひととおり,ordinary; usual; in general; briefly,N2
一定,いってい,fixed; settled; definite,N2
一流,いちりゅう,first class; top grade; foremost; top-notch,N2
逸れる,それる,to stray (turn) from subject; to get lost; to go astray,N2
因る,よる,to come from,N2
引き止める,ひきとめる,to detain; to check; to restrain,N2
引っ掛かる,ひっかかる,to be caught in; to be stuck in; to be cheated,N2
引っ繰り返す,ひっくりかえす,to turn over; to overturn; to knock over; to upset; to turn inside out,N2
引っ繰り返る,ひっくりかえる,to be overturned; to be upset; to topple over; to be reversed,N2
引っ込む,ひっこむ,to draw back; to sink; to cave in,N2
引越し,ひっこし,moving (dwelling etc.); changing residence,N2
引算,ひきざん,subtraction,N2
引受る,ひきうける,to undertake; to take up; to take over,N2
引出す,ひきだす,to pull out; to take out; to draw out; to withdraw,N2
引分け,ひきわけ,a draw (in competition); tie game,N2
引返す,ひきかえす,to repeat; to send back; to bring back,N2
引力,いんりょく,gravity,N2
羽根,はね,shuttlecock,N2
雨戸,あまど,sliding storm door,N2
運河,うんが,canal; waterway,N2
映す,うつす,to project; to reflect; to cast (shadow),N2
映る,うつる,to be reflected; to harmonize with; to come out (photo),N2
永い,ながい,long; lengthy,N2
英文,えいぶん,sentence in English,N2
英和,えいわ,English-Japanese (e.g. dictionary),N2
液体,えきたい,liquid; fluid,N2
円い,まるい,round; circular; spherical,N2
円周,えんしゅう,circumference,N2
園芸,えんげい,horticulture; gardening,N2
宴会,えんかい,party; banquet,N2
延ばす,のばす,to lengthen; to stretch; to reach out; to grow (beard),N2
延びる,のびる,to be prolonged,N2
延長,えんちょう,extension; elongation; prolongation; lengthening,N2
演劇,えんげき,play (theatrical),N2
煙い,けむい,smoky,N2
煙突,えんとつ,chimney,N2
艶,つや,gloss; glaze,N2
遠足,えんそく,trip; hike; picnic,N2
塩辛い,しおからい,salty (taste),N2
汚す,よごす,(1) to disgrace; to dishonour; (2) to pollute; to contaminate; to soil; to make dirty; to stain,N2
凹む,へこむ,to be dented; to be indented; to yield to; to give; to sink; to collapse; to cave in; to be snubbed,N2
往復,おうふく,(col) round trip; coming and going; return ticket,N2
応ずる,おうずる,to answer; to respond; to meet; to satisfy; to accept,N2
応援,おうえん,aid; assistance; help; reinforcement,N2
応接,おうせつ,reception,N2
応対,おうたい,receiving; dealing with,N2
応用,おうよう,application; put to practical use,N2
押える,おさえる,to stop; to restrain; to seize; to repress; to suppress; to press down,N2
欧米,おうべい,Europe and America; the West,N2
王女,おうじょ,princess,N2
襖,ふすま,sliding screen,N2
屋外,おくがい,outdoors,N2
卸す,おろす,to sell wholesale; grated (vegetables),N2
恩恵,おんけい,grace; favor; blessing; benefit,N2
温室,おんしつ,greenhouse,N2
温泉,おんせん,spa; hot spring; onsen,N2
温帯,おんたい,temperate zone,N2
下る,くだる,to get down; to descend,N2
下降,かこう,downward; descent; fall; drop; subsidence,N2
下車,げしゃ,alighting; getting off,N2
下旬,げじゅん,month (last third of),N2
下書き,したがき,rough copy; draft,N2
下水,げすい,drainage; sewage; ditch; gutter; sewerage,N2
下線,かせん,underline; underscore,N2
下駄,げた,geta (Japanese footwear); wooden clogs,N2
下町,したまち,Shitamachi; lower parts of town,N2
下品,げひん,vulgarity; meanness; indecency; coarseness,N2
仮定,かてい,assumption; supposition; hypothesis,N2
仮名,かな,(n) alias; pseudonym; pen name,N2
仮名遣い,かなづかい,kana orthography; syllabary spelling,N2
何々,なになに,such and such; What?,N2
何分,なにぶん,what minute?; how many minutes?,N2
加速,かそく,acceleration,N2
加速度,かそくど,acceleration,N2
加熱,かねつ,heating,N2
可決,かけつ,approval; adoption (e.g. motion; bill); passage,N2
家屋,かおく,house; building,N2
家主,やぬし,landlord,N2
果して,はたして,as was expected; really,N2
果実,かじつ,fruit; nut; berry.,N2
架空,かくう,aerial; overhead; fiction; fanciful,N2
歌謡,かよう,song; ballad,N2
火口,かこう,a burner; origin of a fire,N2
火山,かざん,volcano,N2
火傷,やけど,burn; scald,N2
花嫁,はなよめ,bride,N2
花火,はなび,fireworks,N2
課税,かぜい,taxation,N2
課程,かてい,course; curriculum,N2
貨物,かもつ,cargo; freight,N2
過失,かしつ,error; blunder; accident,N2
過剰,かじょう,excess; over-,N2
過程,かてい,process,N2
過半数,かはんすう,majority,N2
蚊,か,mosquito,N2
俄,にわか,sudden; abrupt; unexpected; improvised; offhand,N2
会館,かいかん,meeting hall; assembly hall,N2
解散,かいさん,breakup; dissolution,N2
解説,かいせつ,explanation; commentary,N2
解答,かいとう,answer; solution,N2
解放,かいほう,release; liberation; emancipation,N2
回り道,まわりみち,detour,N2
回数,かいすう,number of times; frequency,N2
回数券,かいすうけん,book of tickets,N2
回転,かいてん,rotation; revolution; turning,N2
回答,かいとう,reply; answer,N2
塊,かたまり,lump; mass; clod; cluster,N2
快晴,かいせい,good weather,N2
怪しい,あやしい,suspicious; dubious; doubtful,N2
悔しい,くやしい,regrettable; mortifying; vexing,N2
悔やむ,くやむ,to mourn,N2
懐かしい,なつかしい,dear; desired; missed,N2
改めて,あらためて,another time; again; over again; anew; formally,N2
改める,あらためる,to change; to alter; to reform; to revise,N2
改札,かいさつ,examination of tickets,N2
改正,かいせい,revision; amendment; alteration,N2
改造,かいぞう,(1) remodeling; (2) modding (comp),N2
海水浴,かいすいよく,sea bathing; seawater bath,N2
海洋,かいよう,ocean,N2
灰色,はいいろ,grey; gray; ashen,N2
絵の具,えのぐ,colors; paints,N2
開会,かいかい,opening of a meeting,N2
開通,かいつう,opening; open,N2
開放,かいほう,open; throw open; liberalization,N2
貝,かい,shell; shellfish,N2
外れる,はずれる,to be disconnected; to get out of place; to be off; to be out (e.g. of gear),N2
外科,げか,surgical department,N2
外部,がいぶ,the outside; external,N2
概論,がいろん,intro; outline; general remarks,N2
蓋,ふた,cover; lid; cap,N2
街角,まちかど,street corner,N2
垣根,かきね,hedge,N2
各々,おのおの,each; every; either; respectively; severally,N2
各自,かくじ,individual; each,N2
各地,かくち,every place; various places,N2
拡充,かくじゅう,expansion,N2
拡張,かくちょう,expansion; extension; enlargement; escape (ESC),N2
格別,かくべつ,exceptional,N2
殻,から,shell; husk; hull; chaff,N2
確率,かくりつ,probability,N2
角度,かくど,angle,N2
隔てる,へだてる,to be shut out,N2
学科,がっか,study subject; course of study,N2
学会,がっかい,scientific society; academic meeting,N2
学級,がっきゅう,grade in school,N2
学術,がくじゅつ,science; learning; scholarship,N2
学年,がくねん,year in school; grade in school,N2
学部,がくぶ,department of a university; undergraduate,N2
学力,がくりょく,scholarship; knowledge; literary ability,N2
楽器,がっき,musical instrument,N2
掛け算,かけざん,multiplication,N2
割と,わりと,relatively; comparitively,N2
割引,わりびき,discount; reduction; rebate,N2
割算,わりざん,division (math),N2
括弧,かっこ,parenthesis; brackets,N2
活字,かつじ,printing type,N2
活躍,かつやく,activity,N2
活力,かつりょく,vitality; energy,N2
渇く,かわく,to be thirsty,N2
釜,かま,iron pot; kettle,N2
瓦,かわら,roof tile,N2
乾かす,かわかす,to dry (clothes; etc.); to desiccate,N2
乾燥,かんそう,dry; arid; insipid; dehydrated,N2
乾電池,かんでんち,dry cell; battery,N2
乾杯,かんぱい,toast (drink),N2
冠,かんむり,crown; diadem; first; best,N2
寒帯,かんたい,frigid zone,N2
勘違い,かんちがい,misunderstanding; wrong guess,N2
巻く,まく,to wind; to coil; to roll,N2
官庁,かんちょう,government office; authorities,N2
干す,ほす,to air; to dry; to desiccate; to drain (off); to drink up,N2
感ずる,かんずる,to feel; to sense,N2
感激,かんげき,deep emotion; impression; inspiration,N2
感想,かんそう,impressions; thoughts,N2
換気,かんき,ventilation,N2
漢和,かんわ,Chinese Character-Japanese (e.g. dictionary),N2
甘やかす,あまやかす,to pamper; to spoil,N2
看板,かんばん,sign; signboard; doorplate; poster,N2
看病,かんびょう,nursing (a patient),N2
緩い,ゆるい,loose; lenient; slow,N2
缶詰,かんづめ,packing (in cans); canning; canned goods; tin can,N2
観測,かんそく,observation,N2
観念,かんねん,(1) idea; notion; conception; (2) sense (e.g. of duty),N2
鑑賞,かんしょう,appreciation,N2
間も無く,まもなく,soon; before long; in a short time,N2
間隔,かんかく,space; interval; SPC,N2
間接,かんせつ,indirection; indirectness,N2
関東,かんとう,eastern half of Japan; including Tokyo,N2
含める,ふくめる,to include; to instruct; to make one understand,N2
危うい,あやうい,dangerous; critical; grave,N2
器械,きかい,instrument,N2
器具,きぐ,utensil,N2
基準,きじゅん,standard; basis; criteria; norm,N2
基礎,きそ,foundation; basis,N2
基地,きち,base,N2
基盤,きばん,foundation; basis,N2
寄せる,よせる,to collect; to gather; to add; to put aside,N2
幾分,いくぶん,somewhat,N2
期限,きげん,term; period,N2
機関車,きかんしゃ,locomotive; engine,N2
帰す,かえす,to send back,N2
気を付ける,きをつける,to be careful; to pay attention; to take care,N2
気圧,きあつ,atmospheric pressure,N2
気体,きたい,vapour; gas,N2
気配,けはい,indication; market trend; worry,N2
稀,まれ,rare; seldom,N2
規準,きじゅん,standard; basis; criteria; norm,N2
規律,きりつ,order; rules; law,N2
記号,きごう,symbol; code,N2
起床,きしょう,rising; getting out of bed,N2
飢える,うえる,to starve,N2
飢饉,ききん,famine,N2
儀式,ぎしき,ceremony; rite; ritual; service,N2
詰まる,つまる,to be blocked; to be packed,N2
却って,かえって,on the contrary; rather; all the more; instead,N2
客間,きゃくま,parlor; guest room,N2
客席,きゃくせき,guest seating,N2
逆さ,さかさ,reverse; inversion; upside down,N2
逆様,さかさま,inversion; upside down,N2
休業,きゅうぎょう,closed (e.g. store); business suspended; shutdown; holiday,N2
休講,きゅうこう,lecture cancelled,N2
休息,きゅうそく,rest; relief; relaxation,N2
休養,きゅうよう,rest; break; recreation,N2
汲む,くむ,(1) to draw (water); to dip; to scoop; to pump,N2
給与,きゅうよ,allowance; grant; supply,N2
挙げる,あげる,to raise; to fly,N2
漁業,ぎょぎょう,fishing (industry),N2
漁師,りょうし,fisherman,N2
競馬,けいば,horse racing,N2
境界,きょうかい,boundary,N2
強引,ごういん,overbearing; coercive; pushy; forcible; high-handed,N2
強化,きょうか,strengthen; intensify; reinforce; solidify,N2
強気,つよき,firm; strong,N2
恐縮,きょうしゅく,shame; very kind of you; sorry to trouble,N2
挟まる,はさまる,to get between; to be caught in,N2
挟む,はさむ,to interpose; to hold between; to insert,N2
教わる,おそわる,to be taught,N2
教養,きょうよう,culture; education; refinement; cultivation,N2
蕎麦,そば,soba (buckwheat noodles),N2
響き,ひびき,echo; sound; reverberation; noise,N2
響く,ひびく,to resound,N2
驚かす,おどろかす,to surprise; to frighten; to create a stir,N2
曲げる,まげる,to bend; to crook; to lean,N2
曲線,きょくせん,curve,N2
琴,こと,Koto (Japanese harp),N2
近々,ちかぢか,nearness; before long,N2
近寄る,ちかよる,to approach; to draw near,N2
近付ける,ちかづける,to bring near; to put close; to let come near; to associate with,N2
金魚,きんぎょ,goldfish,N2
句読点,くとうてん,punctuation marks,N2
区域,くいき,limits; boundary; domain; zone; sphere; territory,N2
区切る,くぎる,to punctuate; to cut off; to mark off; to stop; to put an end to,N2
区分,くぶん,division; section; classification,N2
苦情,くじょう,complaint; troubles; objection,N2
苦心,くしん,pain; trouble,N2
具える,そなえる,to be furnished with,N2
空っぽ,からっぽ,empty; vacant; hollow,N2
空想,くうそう,daydream; fantasy; fancy; vision,N2
空中,くうちゅう,sky; air,N2
偶数,ぐうすう,even number,N2
櫛,くし,comb,N2
屑,くず,waste; scrap,N2
掘る,ほる,to dig; to excavate,N2
群れ,むれ,group; crowd; flock; herd,N2
郡,ぐん,country; district,N2
係わる,かかわる,to concern oneself in; to have to do with; to affect; to influence; to stick to (opinions),N2
傾く,かたむく,to incline toward; to slant; to lurch,N2
形式,けいしき,form; formality; format; math expression,N2
形容詞,けいようし,true adjective,N2
形容動詞,けいようどうし,adjectival noun; quasi-adjective,N2
恵まれる,めぐまれる,to be blessed with; to be rich in,N2
慶び,よろこび,(n) (a) joy; (a) delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations,N2
敬う,うやまう,to show respect; to honour,N2
敬語,けいご,honorific; term of respect,N2
稽古,けいこ,practice; training; study,N2
系統,けいとう,system; family line; geological formation,N2
経度,けいど,longitude,N2
継続,けいぞく,continuation,N2
繋がり,つながり,connection; link; relationship,N2
繋がる,つながる,to be tied together; to be connected to; to be related to,N2
繋げる,つなげる,to connect,N2
蛍光灯,けいこうとう,fluorescent lamp; person who is slow to react,N2
警備,けいび,defense; guard; policing; security,N2
芸能,げいのう,public entertainment; accomplishments; attainments,N2
激増,げきぞう,sudden increase,N2
隙間,すきま,crevice; crack; gap; opening,N2
桁,けた,column; beam; digit,N2
傑作,けっさく,masterpiece; best work; boner; blunder,N2
血圧,けつあつ,blood pressure,N2
血液,けつえき,blood,N2
月給,げっきゅう,monthly salary,N2
月日,つきひ,time; years; days,N2
月末,げつまつ,end of the month,N2
兼ねる,かねる,to hold (position); to serve; to be unable,N2
堅い,かたい,hard (esp. wood); steadfast; honorable; stuffy writing,N2
嫌がる,いやがる,to hate; to dislike,N2
建つ,たつ,to erect; to be erected; to be built,N2
献立,こんだて,menu; program; schedule,N2
研修,けんしゅう,training,N2
県庁,けんちょう,prefectural office,N2
見下ろす,みおろす,to overlook; to command a view of; to look down on something,N2
見学,けんがく,inspection; study by observation; field trip,N2
見掛け,みかけ,outward appearance,N2
見慣れる,みなれる,to become used to seeing; to be familiar with,N2
見出し,みだし,heading; caption; subtitle; index,N2
見送る,みおくる,(1) to see off; to farewell; (2) to escort; (3) to let pass,N2
見直す,みなおす,to look again; to get a better opinion of,N2
見付かる,みつかる,to be found; to be discovered,N2
見付ける,みつける,to be familiar; to discover; to detect,N2
見舞う,みまう,to ask after (health); to visit,N2
見本,みほん,sample,N2
謙虚,けんきょ,modesty; humility,N2
謙遜,けんそん,humble; humility; modesty,N2
険しい,けわしい,inaccessible place; sharp eyes,N2
顕微鏡,けんびきょう,microscope,N2
元々,もともと,originally; by nature; from the start,N2
原稿,げんこう,manuscript; copy,N2
原産,げんさん,place of origin; habitat,N2
原始,げんし,origin; primeval,N2
原理,げんり,principle; theory; fundamental truth,N2
原料,げんりょう,raw materials,N2
厳重,げんじゅう,strict; rigour; severe; firm,N2
現に,げんに,actually; really,N2
言い出す,いいだす,to start talking; to speak; to tell; to propose; to suggest; to break the ice,N2
言い付ける,いいつける,to tell; to tell on (someone); to order,N2
言付ける,ことづける,to send word; to send a message,N2
言葉遣い,ことばづかい,speech; expression; wording,N2
限度,げんど,limit; bounds,N2
個所,かしょ,passage; place; point; part,N2
個体,こたい,an individual,N2
古典,こてん,old book; classics; classic,N2
呼び掛ける,よびかける,to call out to; to accost; to address (crowd); to appeal,N2
呼び出す,よびだす,to summon; to call (e.g. phone),N2
固い,かたい,stubborn; firm (not viscous or easily moved),N2
固まる,かたまる,to harden; to solidify; to become firm; to become certain,N2
戸棚,とだな,cupboard; locker; closet; wardrobe,N2
枯れる,かれる,to wither; to die (plant); to be blasted (plant),N2
糊,のり,paste; starch,N2
胡椒,こしょう,pepper,N2
五十音,ごじゅうおん,the Japanese syllabary,N2
娯楽,ごらく,pleasure; amusement,N2
後輩,こうはい,junior (at work or school),N2
御辞儀,おじぎ,bow,N2
御手洗,おてあらい,font of purifying water placed at entrance of shrine,N2
御馳走,ごちそう,feast; treating (someone),N2
御中,おんちゅう,and Company; Messrs.,N2
御無沙汰,ごぶさた,not writing or contacting for a while,N2
